# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = logistic1_model
# start_datetime = 2021-12-27 17:14:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_data_4.R
# init = 2 (Default)
# random
#   seed = 67908718 (Default)
# output
#   file = /Users/rob/.julia/dev/Stan/Examples/RedCardsStudy/tmp1/logistic1_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 59e2660
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2
# Adaptation terminated
# Step size = 0.633837
# Diagonal elements of inverse mass matrix:
# 0.00116315, 0.00613639
-10255.2,0.969018,0.633837,2,3,0,10255.9,-5.51739,0.153984
-10255.3,1,0.633837,2,3,0,10255.8,-5.50317,0.134918
-10254,0.992483,0.633837,2,7,0,10256,-5.52259,0.333393
-10254.5,0.786958,0.633837,2,7,0,10256.4,-5.57741,0.313107
-10254.6,0.850617,0.633837,2,7,0,10256.4,-5.48203,0.202921
-10255.7,0.779193,0.633837,3,7,0,10256.5,-5.58821,0.292141
-10253.6,0.750243,0.633837,2,3,0,10258.8,-5.51314,0.27284
-10253.7,0.901356,0.633837,2,7,0,10254.4,-5.55735,0.340302
-10253.6,0.988018,0.633837,1,3,0,10253.9,-5.55007,0.308796
-10254,0.865872,0.633837,2,7,0,10255.4,-5.50691,0.288085
-10255.5,0.720825,0.633837,2,3,0,10256.6,-5.5222,0.149981
-10254.9,1,0.633837,2,3,0,10255.5,-5.51971,0.166743
-10255.3,0.987366,0.633837,2,7,0,10255.9,-5.4977,0.13474
-10253.8,0.799994,0.633837,2,7,0,10256.8,-5.53706,0.241323
-10253.5,0.973389,0.633837,3,7,0,10254.2,-5.53199,0.306642
-10254,0.972886,0.633837,2,7,0,10254.3,-5.50262,0.212092
-10254.6,0.961191,0.633837,2,7,0,10255.3,-5.57836,0.408806
-10254.6,0.735294,0.633837,2,7,0,10257,-5.54789,0.222554
-10255.2,0.863065,0.633837,1,1,0,10255.4,-5.55196,0.211825
-10254.4,1,0.633837,1,1,0,10255.1,-5.54295,0.222983
-10254.1,1,0.633837,2,7,0,10254.5,-5.49883,0.263088
-10253.9,0.900733,0.633837,3,7,0,10255.9,-5.53374,0.345207
-10255.4,0.798697,0.633837,2,7,0,10256,-5.53612,0.174277
-10255.4,0.634055,0.633837,1,3,0,10257.6,-5.53612,0.174277
-10253.9,1,0.633837,2,3,0,10255.2,-5.50594,0.212784
-10254.1,0.956101,0.633837,2,3,0,10254.1,-5.49582,0.234689
-10256,0.39238,0.633837,2,3,0,10260.1,-5.52872,0.14564
-10254.5,0.976646,0.633837,3,7,0,10257.7,-5.53708,0.209953
-10254.2,0.970122,0.633837,2,3,0,10254.9,-5.49234,0.211845
-10254,0.94283,0.633837,2,5,0,10256.4,-5.57047,0.370069
-10254.5,0.779417,0.633837,2,3,0,10255.7,-5.56835,0.281854
-10254.3,0.800794,0.633837,2,7,0,10257.1,-5.50437,0.180589
-10254.5,0.916641,0.633837,2,5,0,10256.9,-5.55292,0.40271
-10254,1,0.633837,2,3,0,10254.5,-5.57183,0.350532
-10253.7,1,0.633837,2,3,0,10254.1,-5.54025,0.340808
-10254.1,0.968583,0.633837,2,7,0,10254.3,-5.54959,0.379003
-10253.8,0.993779,0.633837,2,7,0,10254.9,-5.52502,0.224702
-10254.8,0.807875,0.633837,1,3,0,10254.9,-5.54332,0.208142
-10254,1,0.633837,2,3,0,10254.6,-5.51854,0.323036
-10254,0.983338,0.633837,2,7,0,10254.7,-5.57052,0.355365
-10254.2,0.991339,0.633837,2,3,0,10254.3,-5.57208,0.381737
-10253.7,0.909638,0.633837,2,3,0,10255.8,-5.5331,0.334841
-10253.8,0.884069,0.633837,2,3,0,10254.7,-5.56361,0.347295
-10254.5,0.575401,0.633837,2,5,0,10257.3,-5.50779,0.173845
-10255.3,0.784337,0.633837,1,1,0,10255.4,-5.51935,0.152351
-10254.7,1,0.633837,2,3,0,10255.5,-5.52531,0.180361
-10254.5,0.906642,0.633837,2,3,0,10255.8,-5.48296,0.213512
-10254.6,0.639653,0.633837,2,3,0,10256.8,-5.4863,0.254441
-10254.3,1,0.633837,1,1,0,10254.7,-5.48939,0.234885
-10254.3,0.763429,0.633837,2,3,0,10255.9,-5.49028,0.243533
-10253.8,0.792323,0.633837,2,7,0,10255.8,-5.56167,0.336835
-10253.6,0.91638,0.633837,2,5,0,10254.3,-5.54026,0.268641
